activity_id,lead_id,rep_id,activity_type,activity_outcome,activity_date
13168,5186,38,Call,Positive,2025-11-01
13169,7385,17,Email,Positive,2026-01-21
13170,6808,48,Call,Neutral,2025-12-02
13171,7552,6,Call,Negative,2025-07-20
13172,1367,6,Email,Neutral,2025-07-26
13173,2887,32,Call,Neutral,2025-10-01
13174,4380,35,Meeting,Negative,2025-07-14
13175,4167,12,Email,Positive,2026-01-25
13176,5571,33,Meeting,Negative,2026-03-02
13177,3210,47,Demo,Neutral,2026-03-25
13178,2555,47,Call,Negative,2025-10-30
13179,5767,47,Demo,Neutral,2026-02-22
13180,6347,29,Demo,Positive,2025-12-27
13181,3639,17,Email,Neutral,2026-02-16
13182,3386,37,Demo,Neutral,2025-08-02
13183,7162,27,Call,Positive,2026-02-05
13184,1555,14,Call,Negative,2025-11-23
13185,8729,18,Call,Neutral,2025-11-28
13186,334,36,Email,Negative,2025-11-02
13187,4609,33,Demo,Negative,2025-11-22
13188,1812,17,Call,Positive,2026-01-23
13189,5800,2,Email,Positive,2026-02-23
13190,4712,28,Call,Positive,2026-01-31
13191,3927,41,Call,Neutral,2025-09-29
13192,8101,28,Email,Positive,2026-01-16
13193,7107,39,Demo,Neutral,2025-10-20
13194,8427,6,Meeting,Positive,2025-08-18
13195,841,33,Email,Positive,2026-06-03
13196,9886,33,Call,Positive,2026-01-18
13197,7842,32,Email,Negative,2025-12-20
13198,2928,15,Call,Neutral,2025-10-12
13199,9459,25,Meeting,Neutral,2025-09-19
13200,4971,47,Demo,Negative,2025-12-26
13201,63,9,Meeting,Positive,2025-08-02
13202,8958,40,Meeting,Negative,2025-08-23
13203,2135,14,Email,Negative,2026-05-22
13204,3080,18,Email,Neutral,2025-10-04
13205,8193,6,Demo,Negative,2026-05-10
13206,2608,45,Call,Negative,2025-11-26
13207,4339,38,Call,Positive,2026-05-07
13208,3408,34,Meeting,Negative,2025-06-20
13209,4796,3,Demo,Neutral,2025-07-03
13210,65,29,Call,Neutral,2025-12-21
13211,6484,4,Call,Positive,2026-06-01
13212,3895,14,Demo,Positive,2026-05-20
13213,5924,44,Call,Positive,2026-01-18
13214,7729,6,Email,Positive,2026-01-16
13215,1905,6,Call,Positive,2026-05-23
13216,6891,38,Email,Positive,2026-06-14
13217,1013,23,Meeting,Positive,2025-07-12
13218,4665,38,Call,Positive,2026-03-30
13219,1568,34,Meeting,Neutral,2025-12-11
13220,3063,28,Call,Positive,2026-04-15
13221,1424,24,Demo,Positive,2026-05-08
13222,5818,32,Email,Neutral,2026-03-05
13223,1130,37,Demo,Negative,2026-05-01
13224,7646,12,Demo,Negative,2026-01-17
13225,2728,11,Call,Neutral,2025-09-08
13226,6863,29,Meeting,Negative,2025-11-24
13227,3717,32,Call,Negative,2025-08-23
13228,3378,30,Call,Neutral,2026-01-08
13229,8930,13,Demo,Neutral,2026-05-28
13230,6447,28,Call,Negative,2026-02-08
13231,5417,20,Email,Negative,2026-04-28
13232,4086,34,Meeting,Positive,2025-06-19
13233,8502,35,Email,Negative,2026-02-21
13234,3521,43,Call,Negative,2026-02-23
13235,9888,28,Email,Positive,2026-06-11
13236,1383,15,Meeting,Positive,2026-01-18
13237,1707,26,Email,Neutral,2025-12-20
13238,4109,15,Meeting,Neutral,2025-11-26
13239,8787,11,Email,Neutral,2026-01-09
13240,6730,31,Call,Neutral,2026-03-13
13241,1903,27,Email,Positive,2026-01-28
13242,6997,44,Email,Positive,2025-09-24
13243,1232,24,Demo,Neutral,2025-08-08
13244,4546,15,Email,Neutral,2025-11-18
13245,5886,29,Call,Negative,2026-06-05
13246,5945,9,Email,Negative,2025-11-01
13247,4201,50,Demo,Negative,2026-01-30
13248,5986,41,Email,Positive,2025-09-27
13249,5951,1,Meeting,Negative,2025-09-23
13250,9664,45,Email,Neutral,2025-09-01
13251,6857,21,Email,Neutral,2026-05-15
13252,6717,27,Call,Neutral,2025-08-21
13253,2571,7,Demo,Positive,2025-10-17
13254,5643,21,Call,Neutral,2025-12-20
13255,5095,48,Demo,Negative,2025-08-05
13256,6014,41,Meeting,Positive,2026-04-27
13257,2703,15,Email,Positive,2026-01-15
13258,2251,5,Demo,Neutral,2026-06-06
13259,1278,25,Meeting,Positive,2026-03-27
13260,7754,15,Demo,Positive,2025-10-20
13261,4346,46,Demo,Negative,2026-05-10
13262,5473,16,Meeting,Negative,2026-06-03
13263,1954,30,Call,Neutral,2026-01-02
13264,5287,32,Call,Positive,2025-09-09
13265,8361,16,Meeting,Negative,2026-04-01
13266,3753,49,Demo,Positive,2025-06-16
13267,1626,14,Call,Negative,2025-06-18
13268,3456,31,Email,Negative,2025-12-02
13269,6891,19,Demo,Positive,2025-06-18
13270,1281,33,Call,Negative,2026-04-13
13271,4866,4,Call,Negative,2026-05-21
13272,2584,8,Call,Positive,2025-07-08
13273,9964,27,Demo,Negative,2026-03-24
13274,5336,45,Call,Neutral,2025-08-22
13275,4540,42,Call,Negative,2025-11-27
13276,7489,34,Call,Neutral,2025-07-15
13277,3844,20,Email,Negative,2026-02-14
13278,8679,16,Demo,Neutral,2026-06-02
13279,6785,47,Meeting,Positive,2025-07-13
13280,414,47,Call,Negative,2025-06-17
13281,5470,12,Email,Negative,2025-08-31
13282,8253,8,Email,Positive,2026-04-20
13283,4892,38,Call,Neutral,2025-12-17
13284,3602,38,Demo,Negative,2026-05-19
13285,3549,45,Meeting,Neutral,2025-10-02
13286,9828,46,Email,Negative,2025-10-27
13287,6583,27,Call,Neutral,2026-05-29
13288,5956,17,Email,Negative,2025-07-19
13289,8985,23,Call,Negative,2026-03-05
13290,8241,7,Meeting,Neutral,2026-02-18
13291,9561,34,Email,Negative,2026-01-21
13292,5505,10,Demo,Neutral,2026-04-06
13293,6223,33,Email,Negative,2025-11-26
13294,9426,29,Email,Neutral,2026-05-08
13295,3584,1,Demo,Negative,2025-06-27
13296,7779,11,Demo,Positive,2025-08-09
13297,5171,48,Demo,Neutral,2025-10-14
13298,2949,17,Call,Positive,2026-05-21
13299,6403,7,Meeting,Neutral,2025-08-27
13300,9632,23,Meeting,Positive,2026-02-13
13301,111,22,Email,Neutral,2025-12-13
13302,2398,14,Meeting,Negative,2025-11-23
13303,876,3,Demo,Neutral,2025-09-02
13304,7780,20,Email,Positive,2025-09-11
13305,3401,41,Email,Positive,2025-08-09
13306,2438,37,Email,Positive,2026-05-24
13307,764,32,Email,Negative,2025-07-18
13308,5107,43,Call,Neutral,2026-04-22
13309,6951,22,Meeting,Positive,2025-08-19
13310,3814,39,Meeting,Neutral,2026-01-06
13311,4007,12,Call,Positive,2025-12-14
13312,3011,8,Call,Negative,2025-09-30
13313,4079,9,Call,Negative,2026-04-29
13314,4624,13,Meeting,Positive,2026-02-22
13315,481,20,Email,Negative,2026-06-04
13316,4141,18,Meeting,Neutral,2026-02-14
13317,6297,8,Call,Positive,2025-07-01
13318,2271,43,Meeting,Positive,2025-07-08
13319,2557,32,Email,Negative,2026-06-06
13320,6802,17,Demo,Negative,2026-02-05
13321,3898,26,Call,Negative,2026-03-18
13322,8137,23,Meeting,Negative,2026-02-05
13323,2695,43,Email,Neutral,2026-05-10
13324,7260,1,Demo,Neutral,2026-06-15
13325,5212,9,Demo,Positive,2025-08-08
13326,625,17,Call,Neutral,2025-07-17
13327,8091,26,Email,Neutral,2025-11-28
13328,8781,26,Meeting,Neutral,2025-08-13
13329,3860,27,Meeting,Positive,2026-03-25
13330,370,8,Email,Neutral,2025-09-11
13331,4840,7,Meeting,Neutral,2025-12-23
13332,1106,46,Demo,Negative,2025-11-20
13333,432,33,Call,Positive,2025-10-28
13334,4174,11,Email,Positive,2025-08-16
13335,113,50,Email,Negative,2025-07-14
13336,8711,33,Meeting,Positive,2025-12-02
13337,1835,40,Call,Positive,2025-11-09
13338,9853,19,Demo,Neutral,2025-08-11
13339,6551,4,Email,Positive,2025-09-19
13340,8093,50,Meeting,Positive,2026-04-28
13341,3644,25,Meeting,Negative,2026-03-16
13342,7524,14,Call,Neutral,2026-03-13
13343,3355,6,Call,Neutral,2025-07-30
13344,3902,20,Call,Neutral,2025-11-07
13345,1191,36,Call,Positive,2025-07-08
13346,5062,32,Meeting,Negative,2026-05-30
13347,4519,50,Demo,Negative,2025-12-27
13348,9622,31,Demo,Positive,2026-01-08
13349,7015,3,Email,Neutral,2026-02-03
13350,7153,24,Email,Negative,2025-08-13
13351,4867,34,Call,Positive,2026-04-30
13352,9006,48,Meeting,Negative,2025-09-08
13353,388,18,Meeting,Neutral,2025-10-02
13354,6320,23,Call,Negative,2025-12-22
13355,3456,46,Demo,Neutral,2026-01-19
13356,3382,20,Meeting,Negative,2026-05-23
13357,5352,29,Email,Neutral,2025-08-09
13358,1291,2,Demo,Positive,2026-05-03
13359,408,26,Demo,Negative,2025-11-11
13360,128,35,Call,Negative,2025-10-07
13361,8522,9,Demo,Positive,2025-09-25
13362,6195,34,Email,Neutral,2026-02-26
13363,2187,24,Meeting,Negative,2026-06-08
13364,393,35,Demo,Positive,2026-02-07
13365,9806,29,Email,Positive,2026-01-22
13366,1898,25,Email,Negative,2025-10-01
13367,8202,28,Call,Neutral,2025-07-10
13368,9367,26,Call,Neutral,2026-01-10
13369,4723,26,Demo,Negative,2026-01-21
13370,6345,14,Demo,Neutral,2026-05-26
13371,265,48,Meeting,Positive,2026-01-12
13372,2119,25,Demo,Positive,2026-06-03
13373,6946,26,Demo,Neutral,2026-06-03
13374,9368,5,Meeting,Negative,2026-06-05
13375,610,39,Meeting,Positive,2025-11-13
13376,7001,42,Call,Negative,2026-03-29
13377,2845,26,Demo,Neutral,2025-10-26
13378,543,15,Email,Neutral,2026-05-15
13379,2916,25,Call,Negative,2025-07-23
13380,8193,44,Email,Negative,2025-07-25
13381,7041,40,Meeting,Neutral,2025-07-01
13382,9428,4,Email,Neutral,2025-07-02
13383,7560,36,Demo,Negative,2026-03-16
13384,5687,17,Call,Positive,2026-03-09
13385,3746,3,Email,Neutral,2026-05-09
13386,7147,49,Demo,Positive,2025-11-20
13387,7291,10,Demo,Neutral,2026-05-24
13388,3576,36,Demo,Positive,2026-04-03
13389,7027,15,Call,Positive,2026-02-17
13390,6988,6,Demo,Negative,2025-09-11
13391,49,46,Email,Negative,2026-04-17
13392,2260,30,Email,Positive,2025-10-13
13393,927,21,Meeting,Negative,2026-02-02
13394,4773,4,Demo,Negative,2025-09-14
13395,6832,22,Demo,Neutral,2025-11-06
13396,2564,13,Call,Positive,2025-08-23
13397,2349,11,Demo,Positive,2025-09-12
13398,6410,3,Call,Neutral,2025-11-23
13399,3627,29,Meeting,Negative,2025-11-04
13400,4593,50,Email,Neutral,2025-07-04
13401,1687,34,Meeting,Negative,2025-07-08
13402,4917,17,Meeting,Negative,2026-02-04
13403,9673,8,Meeting,Positive,2026-03-06
13404,6478,12,Demo,Positive,2025-10-15
13405,5702,3,Demo,Negative,2026-04-15
13406,8930,50,Email,Positive,2025-09-30
13407,8398,49,Call,Negative,2025-11-08
13408,4749,2,Email,Neutral,2026-03-21
13409,9033,5,Meeting,Positive,2025-08-31
13410,4771,29,Meeting,Neutral,2025-11-09
13411,1177,5,Email,Neutral,2025-10-25
13412,2529,38,Demo,Positive,2025-06-18
13413,4771,4,Meeting,Positive,2026-04-16
13414,8125,9,Demo,Negative,2025-08-04
13415,3125,33,Demo,Positive,2026-02-16
13416,2531,38,Demo,Positive,2025-12-03
13417,1474,23,Demo,Positive,2026-03-09
13418,1748,15,Email,Negative,2025-11-16
13419,5301,48,Meeting,Positive,2026-01-06
13420,9766,7,Demo,Positive,2026-04-12
13421,1401,18,Demo,Neutral,2025-12-16
13422,6685,10,Call,Neutral,2025-12-14
13423,2395,50,Call,Neutral,2025-12-24
13424,6661,8,Demo,Negative,2025-07-14
13425,1037,6,Email,Negative,2026-03-15
13426,426,33,Email,Negative,2026-04-14
13427,2141,26,Email,Negative,2026-03-08
13428,9998,6,Demo,Negative,2026-02-06
13429,1087,37,Demo,Negative,2026-05-13
13430,9807,23,Email,Positive,2025-10-19
13431,9133,17,Call,Positive,2025-08-06
13432,3919,16,Meeting,Neutral,2026-01-06
13433,5181,34,Demo,Neutral,2025-07-03
13434,4206,25,Email,Negative,2025-06-27
13435,8664,50,Email,Negative,2025-12-18
13436,3776,49,Call,Negative,2025-09-30
13437,6102,45,Call,Neutral,2025-12-29
13438,5111,34,Email,Neutral,2026-01-17
13439,3902,24,Email,Positive,2025-06-30
13440,107,5,Email,Neutral,2025-08-20
13441,227,47,Call,Neutral,2026-06-09
13442,8545,19,Meeting,Positive,2026-02-22
13443,2747,22,Call,Negative,2025-09-18
13444,7242,23,Meeting,Negative,2025-10-18
13445,1818,39,Demo,Positive,2025-09-22
13446,4393,47,Call,Negative,2026-03-01
13447,5142,39,Meeting,Negative,2025-07-10
13448,905,42,Meeting,Positive,2025-10-06
13449,4080,19,Email,Positive,2026-04-10
13450,2479,17,Meeting,Neutral,2025-06-29
13451,4631,17,Demo,Positive,2025-07-19
13452,1688,16,Meeting,Neutral,2025-08-26
13453,1855,22,Meeting,Positive,2025-08-08
13454,2812,47,Call,Negative,2025-10-06
13455,6518,13,Meeting,Negative,2025-12-03
13456,2781,21,Meeting,Neutral,2025-09-28
13457,9940,33,Email,Negative,2025-11-23
13458,5241,45,Call,Positive,2026-05-15
13459,2197,40,Meeting,Negative,2026-04-06
13460,5928,33,Email,Neutral,2026-01-10
13461,9186,26,Call,Neutral,2025-10-04
13462,3397,21,Email,Negative,2025-08-21
13463,1391,17,Demo,Negative,2025-06-27
13464,411,3,Email,Negative,2025-10-05
13465,7110,28,Call,Positive,2026-02-09
13466,8667,13,Email,Neutral,2026-06-08
13467,5607,11,Call,Neutral,2026-05-20
13468,2168,44,Demo,Positive,2025-10-10
13469,1998,43,Call,Positive,2025-09-27
13470,1046,44,Meeting,Negative,2025-07-22
13471,3672,43,Meeting,Neutral,2025-11-26
13472,3060,27,Email,Negative,2025-07-16
13473,3670,40,Meeting,Neutral,2025-07-25
13474,6150,16,Demo,Neutral,2025-07-27
13475,7542,43,Meeting,Negative,2026-03-23
13476,6872,50,Email,Positive,2026-02-15
13477,2444,10,Meeting,Negative,2026-05-03
13478,7661,50,Call,Negative,2025-11-29
13479,8606,39,Demo,Neutral,2026-03-17
13480,4201,10,Meeting,Negative,2026-04-11
13481,4189,46,Meeting,Neutral,2026-05-08
13482,647,15,Meeting,Negative,2025-07-12
13483,5895,26,Demo,Negative,2026-05-08
13484,3518,49,Call,Neutral,2026-02-16
13485,6205,50,Meeting,Neutral,2026-05-02
13486,1681,14,Call,Positive,2025-11-09
13487,6377,18,Demo,Positive,2025-07-08
13488,7706,31,Meeting,Positive,2025-08-16
13489,3698,17,Meeting,Positive,2025-07-07
13490,3311,5,Email,Positive,2026-03-19
13491,3776,7,Call,Neutral,2025-09-23
13492,5820,40,Demo,Negative,2026-05-23
13493,3891,17,Demo,Neutral,2025-12-16
13494,4749,11,Demo,Negative,2026-05-26
13495,5005,25,Email,Negative,2026-02-17
13496,6700,1,Call,Neutral,2026-03-23
13497,8143,2,Demo,Positive,2025-12-04
13498,5274,38,Meeting,Negative,2025-08-28
13499,7324,32,Email,Neutral,2025-08-19
13500,3848,49,Demo,Negative,2026-06-14
13501,4489,17,Email,Negative,2026-03-26
13502,4642,5,Demo,Neutral,2025-10-02
13503,8873,43,Email,Negative,2026-04-04
13504,550,14,Meeting,Neutral,2026-04-13
13505,259,44,Call,Negative,2026-04-26
13506,831,10,Demo,Neutral,2026-06-14
13507,2000,35,Meeting,Neutral,2025-11-25
13508,4261,21,Demo,Neutral,2025-08-07
13509,6539,25,Email,Neutral,2025-12-23
13510,451,49,Meeting,Negative,2025-10-02
13511,5301,29,Meeting,Negative,2025-11-05
13512,3042,27,Demo,Neutral,2026-06-04
13513,7769,27,Call,Negative,2026-06-12
13514,2363,16,Call,Neutral,2025-07-15
13515,545,7,Meeting,Negative,2025-09-13
13516,6631,27,Email,Neutral,2026-05-25
13517,4531,3,Email,Neutral,2026-04-05
13518,6158,39,Email,Neutral,2025-10-16
13519,7187,26,Call,Neutral,2026-03-03
13520,8140,41,Meeting,Negative,2025-12-21
13521,4366,36,Email,Positive,2026-05-05
13522,453,22,Meeting,Positive,2025-11-19
13523,6817,16,Meeting,Negative,2026-05-07
13524,2073,21,Meeting,Neutral,2025-12-03
13525,3109,17,Call,Neutral,2026-05-18
13526,7865,20,Call,Positive,2025-11-11
13527,2324,23,Email,Positive,2025-11-19
13528,6236,32,Meeting,Neutral,2025-10-20
13529,897,11,Meeting,Negative,2026-02-06
13530,2345,29,Meeting,Negative,2025-06-25
13531,2958,26,Meeting,Negative,2025-11-09
13532,7270,33,Demo,Neutral,2025-11-06
13533,3166,18,Call,Negative,2025-09-14
13534,8767,42,Email,Negative,2026-04-07
13535,5312,15,Meeting,Negative,2025-08-12
13536,6252,2,Meeting,Neutral,2026-02-14
13537,3053,8,Email,Positive,2026-03-10
13538,7146,10,Demo,Neutral,2025-06-21
13539,198,40,Demo,Negative,2025-08-28
13540,5080,12,Email,Neutral,2025-08-04
13541,3856,15,Demo,Neutral,2026-01-22
13542,2611,39,Email,Neutral,2026-02-10
13543,2351,43,Demo,Neutral,2025-09-13
13544,3575,42,Email,Negative,2026-05-05
13545,2756,39,Demo,Neutral,2025-09-15
13546,2277,35,Call,Negative,2026-01-30
13547,5076,28,Demo,Negative,2025-08-02
13548,7198,3,Demo,Negative,2025-12-01
13549,8491,44,Meeting,Positive,2025-08-24
13550,9634,37,Demo,Neutral,2026-01-17
13551,5662,20,Meeting,Positive,2025-07-11
13552,680,37,Email,Neutral,2026-05-10
13553,199,40,Call,Neutral,2025-12-23
13554,1050,44,Meeting,Neutral,2026-05-28
13555,889,8,Meeting,Negative,2025-12-15
13556,5360,27,Call,Negative,2025-06-26
13557,7863,11,Call,Positive,2026-04-10
13558,9145,2,Demo,Negative,2026-04-16
13559,8918,47,Meeting,Negative,2026-01-23
13560,6649,1,Call,Neutral,2025-11-11
13561,8639,47,Demo,Negative,2026-03-15
13562,2540,45,Call,Negative,2025-08-12
13563,4658,24,Call,Negative,2025-08-29
13564,8492,23,Meeting,Positive,2026-02-06
13565,5604,16,Call,Neutral,2025-11-12
13566,3910,43,Demo,Neutral,2025-11-03
13567,6046,30,Demo,Positive,2025-12-02
13568,9234,31,Meeting,Negative,2026-04-13
13569,2318,38,Call,Negative,2025-10-22
13570,2050,38,Meeting,Negative,2025-12-26
13571,4263,38,Demo,Neutral,2025-12-19
13572,9400,5,Email,Neutral,2025-07-02
13573,7265,47,Email,Negative,2025-08-30
13574,711,7,Call,Negative,2025-10-05
13575,3770,30,Demo,Neutral,2025-12-10
13576,3727,24,Call,Neutral,2026-03-23
13577,9863,36,Meeting,Neutral,2025-07-11
13578,9562,15,Demo,Neutral,2026-03-13
13579,1247,39,Meeting,Neutral,2025-11-01
13580,1554,16,Demo,Negative,2026-03-11
13581,760,30,Call,Negative,2025-07-05
13582,869,4,Call,Positive,2025-11-15
13583,4042,20,Demo,Positive,2026-04-16
13584,360,4,Meeting,Negative,2025-08-30
13585,514,1,Demo,Positive,2025-11-30
13586,8629,27,Call,Neutral,2025-11-10
13587,3043,1,Call,Negative,2025-08-16
13588,155,34,Meeting,Positive,2025-07-30
13589,6452,33,Demo,Positive,2025-09-12
13590,9208,11,Call,Negative,2026-04-25
13591,8539,42,Meeting,Negative,2026-05-01
13592,5917,42,Call,Neutral,2025-12-29
13593,5867,42,Demo,Neutral,2026-01-05
13594,3161,40,Demo,Negative,2025-07-13
13595,8295,13,Demo,Neutral,2026-04-15
13596,3315,40,Call,Neutral,2026-05-18
13597,6393,47,Email,Negative,2025-08-11
13598,4394,41,Demo,Neutral,2025-11-23
13599,3276,46,Demo,Negative,2025-08-17
13600,3060,21,Meeting,Negative,2025-10-31
13601,2297,47,Call,Positive,2026-06-09
13602,5530,34,Call,Positive,2026-05-14
13603,9352,25,Call,Neutral,2026-06-09
13604,6418,10,Email,Neutral,2025-06-16
13605,7022,47,Meeting,Negative,2026-05-04
13606,5556,23,Demo,Neutral,2025-09-14
13607,2263,32,Email,Positive,2025-12-05
13608,1768,8,Call,Positive,2026-05-20
13609,5576,34,Meeting,Positive,2026-05-26
13610,8386,17,Meeting,Positive,2025-11-24
13611,4448,48,Call,Neutral,2026-02-13
13612,507,31,Demo,Negative,2026-02-23
13613,7787,3,Call,Neutral,2025-09-02
13614,1005,20,Email,Negative,2026-03-25
13615,6621,46,Demo,Neutral,2025-08-27
13616,7625,12,Meeting,Positive,2025-07-18
13617,6806,42,Email,Negative,2026-03-10
13618,2607,35,Meeting,Negative,2025-07-23
13619,9994,8,Call,Negative,2026-05-06
13620,1818,29,Meeting,Neutral,2025-12-02
13621,2289,36,Demo,Negative,2025-08-04
13622,694,12,Email,Positive,2026-01-14
13623,5230,26,Demo,Neutral,2025-11-01
13624,782,2,Call,Negative,2025-07-25
13625,235,33,Call,Neutral,2026-06-07
13626,3535,13,Demo,Positive,2025-09-05
13627,3607,48,Call,Neutral,2025-10-21
13628,2413,49,Call,Negative,2025-07-02
13629,5071,36,Demo,Positive,2025-06-26
13630,5690,46,Call,Neutral,2025-10-24
13631,3183,9,Demo,Positive,2025-07-29
13632,1946,48,Email,Positive,2025-06-19
13633,2685,25,Call,Negative,2026-03-16
13634,8237,47,Email,Negative,2025-12-13
13635,9206,5,Demo,Negative,2025-09-05
13636,270,5,Meeting,Positive,2026-03-14
13637,328,40,Call,Positive,2026-01-28
13638,7538,46,Demo,Positive,2026-02-18
13639,2802,39,Call,Neutral,2026-02-19
13640,1564,2,Meeting,Neutral,2025-07-27
13641,9835,11,Email,Neutral,2025-11-07
13642,2578,40,Call,Positive,2025-11-22
13643,6323,24,Call,Negative,2025-10-05
13644,3842,23,Demo,Neutral,2025-09-27
13645,3677,41,Demo,Positive,2025-09-11
13646,8902,42,Email,Positive,2025-11-24
13647,774,37,Call,Positive,2025-06-25
13648,5414,46,Demo,Negative,2025-06-19
13649,1639,4,Meeting,Neutral,2026-01-30
13650,6027,18,Demo,Negative,2026-04-28
13651,8616,50,Email,Negative,2026-01-22
13652,3213,2,Meeting,Positive,2025-12-13
13653,4229,41,Call,Neutral,2026-02-10
13654,345,20,Demo,Neutral,2026-02-23
13655,1269,30,Meeting,Negative,2026-03-14
13656,4800,10,Call,Negative,2025-07-23
13657,5458,8,Email,Positive,2025-10-27
13658,4580,35,Call,Neutral,2026-03-20
13659,6621,2,Meeting,Negative,2026-02-28
13660,8024,5,Meeting,Neutral,2025-09-05
13661,5098,34,Meeting,Negative,2025-07-17
13662,1401,41,Call,Neutral,2026-02-13
13663,2213,24,Meeting,Neutral,2026-01-23
13664,2491,28,Meeting,Neutral,2026-03-05
13665,282,5,Email,Negative,2025-09-23
13666,9813,31,Meeting,Positive,2026-05-29
13667,9042,38,Meeting,Positive,2026-05-18
13668,5208,1,Call,Neutral,2025-08-27
13669,7333,44,Demo,Negative,2026-03-01
13670,9728,44,Meeting,Positive,2025-08-05
13671,8190,48,Demo,Neutral,2026-02-08
13672,1637,15,Email,Neutral,2026-05-30
13673,5103,33,Demo,Negative,2025-09-10
13674,384,24,Demo,Negative,2026-01-04
13675,3591,1,Meeting,Neutral,2026-03-12
13676,8471,19,Email,Negative,2025-11-17
13677,7146,17,Call,Negative,2026-01-10
13678,465,9,Demo,Negative,2025-10-27
13679,5464,9,Meeting,Negative,2026-04-05
13680,2744,18,Email,Neutral,2025-09-09
13681,6944,48,Demo,Neutral,2025-08-19
13682,2325,48,Meeting,Negative,2026-01-27
13683,6610,16,Email,Neutral,2025-06-16
13684,4961,19,Email,Neutral,2025-06-26
13685,9692,21,Meeting,Negative,2025-08-17
13686,2646,37,Demo,Positive,2025-12-10
13687,6954,13,Meeting,Neutral,2025-07-28
13688,8498,42,Call,Neutral,2025-06-17
13689,6051,7,Meeting,Neutral,2026-02-06
13690,5964,15,Email,Positive,2025-12-23
13691,4887,18,Meeting,Neutral,2026-04-16
13692,5163,36,Demo,Neutral,2025-10-24
13693,2238,23,Call,Negative,2025-06-23
13694,667,17,Meeting,Negative,2025-11-17
13695,5470,27,Email,Negative,2026-06-08
13696,6197,46,Call,Neutral,2025-12-04
13697,7996,8,Demo,Negative,2025-12-18
13698,907,15,Call,Negative,2026-04-14
13699,5409,2,Meeting,Neutral,2025-07-23
13700,7979,37,Demo,Negative,2026-02-14
13701,2727,38,Meeting,Neutral,2025-10-15
13702,4879,29,Meeting,Neutral,2026-04-11
13703,6687,39,Meeting,Neutral,2025-07-07
13704,8627,24,Email,Neutral,2026-05-24
13705,6552,16,Meeting,Positive,2025-11-03
13706,4870,26,Email,Neutral,2025-10-07
13707,1146,29,Demo,Negative,2026-04-20
13708,2470,5,Call,Negative,2025-08-07
13709,318,8,Email,Neutral,2025-10-27
13710,7159,6,Call,Neutral,2025-10-08
13711,8121,13,Demo,Neutral,2025-07-28
13712,4710,40,Meeting,Neutral,2026-05-19
13713,1745,19,Call,Neutral,2026-04-10
13714,386,27,Call,Neutral,2026-04-26
13715,8456,49,Meeting,Positive,2026-06-05
13716,3997,45,Email,Positive,2025-08-01
13717,9326,47,Email,Positive,2026-01-23
13718,4587,48,Call,Positive,2026-01-09
13719,6327,36,Meeting,Positive,2026-03-12
13720,7830,40,Meeting,Negative,2026-03-28
13721,9093,25,Demo,Negative,2025-06-29
13722,6979,6,Call,Positive,2025-12-27
13723,6548,30,Meeting,Positive,2026-04-14
13724,1126,1,Call,Neutral,2026-01-28
13725,6915,38,Meeting,Neutral,2025-09-18
13726,8175,11,Call,Neutral,2025-10-30
13727,847,28,Email,Positive,2026-03-14
13728,9400,14,Email,Positive,2026-03-31
13729,9724,47,Meeting,Negative,2026-05-11
13730,1153,40,Email,Negative,2025-08-14
13731,6719,29,Email,Neutral,2025-11-11
13732,3757,3,Call,Positive,2026-06-15
13733,7078,14,Meeting,Neutral,2026-01-13
13734,3466,23,Call,Negative,2026-01-31
13735,6493,27,Email,Positive,2026-04-20
13736,3792,43,Demo,Negative,2025-07-13
13737,786,31,Demo,Neutral,2026-05-28
13738,8022,45,Call,Positive,2025-12-26
13739,9161,7,Demo,Positive,2025-12-31
13740,4815,30,Demo,Negative,2026-01-15
13741,3521,9,Call,Negative,2026-01-26
13742,7808,21,Demo,Positive,2025-10-07
13743,456,16,Meeting,Positive,2025-11-27
13744,5722,8,Meeting,Negative,2026-05-17
13745,4082,34,Demo,Negative,2026-04-12
13746,1641,11,Demo,Positive,2026-01-25
13747,1906,27,Demo,Negative,2025-11-23
13748,5483,15,Call,Negative,2026-02-28
13749,5945,20,Call,Negative,2025-10-16
13750,9109,6,Call,Positive,2025-11-05
13751,9459,42,Call,Negative,2026-03-05
13752,1928,37,Demo,Neutral,2026-01-09
13753,2179,13,Call,Negative,2026-01-25
13754,2377,43,Demo,Neutral,2026-05-01
13755,6436,9,Email,Neutral,2026-03-10
13756,6573,40,Meeting,Negative,2025-12-08
13757,2559,8,Meeting,Negative,2026-04-22
13758,6836,44,Email,Positive,2025-12-12
13759,5302,27,Meeting,Positive,2026-05-13
13760,5187,37,Demo,Positive,2025-07-10
13761,7296,16,Call,Positive,2026-01-24
13762,4934,37,Meeting,Positive,2026-01-19
13763,1434,37,Meeting,Neutral,2025-07-05
13764,8012,5,Email,Neutral,2026-05-08
13765,8205,29,Call,Positive,2026-02-27
13766,8734,41,Meeting,Neutral,2025-06-21
13767,639,15,Meeting,Negative,2026-02-08
13768,7539,7,Call,Negative,2025-11-28
13769,5623,48,Meeting,Neutral,2025-08-28
13770,7340,22,Email,Negative,2026-04-21
13771,9700,4,Call,Negative,2025-06-17
13772,9813,28,Email,Positive,2025-06-19
13773,2878,43,Demo,Neutral,2025-11-12
13774,7773,45,Call,Neutral,2026-04-03
