lead_id,industry,lead_source,company_size,annual_revenue,region,lead_status,created_date
6160,Manufacturing,Campaign,Medium,7264352,East,New,2025-08-29
6161,Healthcare,Referral,Large,1690721,East,Lost,2025-06-29
6162,Manufacturing,Referral,Small,1029798,South,New,2025-10-21
6163,Finance,Campaign,Medium,7035826,East,Qualified,2025-07-12
6164,Finance,Referral,Small,1804907,West,New,2025-12-02
6165,Healthcare,Website,Small,9451959,South,New,2026-02-27
6166,Healthcare,Campaign,Medium,2023588,South,Converted,2026-06-11
6167,Technology,Partner,Large,5607431,West,Qualified,2025-09-05
6168,Retail,Cold Call,Medium,8989783,North,Lost,2025-07-18
6169,Technology,Website,Medium,7049237,East,Contacted,2025-12-14
6170,Healthcare,Partner,Large,2993747,North,Qualified,2025-09-06
6171,Healthcare,Cold Call,Small,9079017,North,Contacted,2025-12-01
6172,Finance,Referral,Small,5787922,East,Lost,2025-09-12
6173,Retail,Campaign,Medium,1634319,West,Qualified,2025-12-04
6174,Manufacturing,Referral,Small,4174560,North,New,2026-06-09
6175,Manufacturing,Cold Call,Medium,2064473,South,Lost,2025-10-25
6176,Healthcare,Partner,Large,6254419,South,Lost,2026-01-26
6177,Finance,Campaign,Large,2211918,North,Contacted,2026-03-11
6178,Manufacturing,Cold Call,Small,4289470,West,Contacted,2026-04-09
6179,Healthcare,Partner,Large,3185564,South,Lost,2025-08-24
6180,Technology,Website,Small,6417747,North,New,2026-03-31
6181,Finance,Referral,Medium,3848732,North,Qualified,2025-08-02
6182,Finance,Campaign,Large,3449440,South,New,2026-04-12
6183,Healthcare,Website,Large,2761947,West,Qualified,2025-10-22
6184,Technology,Partner,Medium,1376184,North,Converted,2026-06-03
6185,Finance,Campaign,Small,1445203,East,Converted,2025-11-23
6186,Manufacturing,Campaign,Small,8378552,South,Converted,2025-07-27
6187,Finance,Website,Large,6431030,East,Contacted,2025-08-18
6188,Manufacturing,Partner,Small,1960024,East,Converted,2026-01-23
6189,Retail,Partner,Medium,2327868,North,Converted,2026-05-14
6190,Healthcare,Website,Medium,7962914,East,Qualified,2025-10-31
6191,Finance,Cold Call,Large,9461360,North,Contacted,2025-10-02
6192,Retail,Partner,Small,897187,North,Converted,2026-03-14
6193,Healthcare,Referral,Medium,1427417,East,New,2025-08-23
6194,Retail,Referral,Large,2282974,South,Qualified,2026-05-09
6195,Retail,Cold Call,Large,4932384,South,Contacted,2026-03-09
6196,Finance,Cold Call,Small,630197,East,Converted,2026-02-01
6197,Healthcare,Partner,Medium,5558433,North,New,2026-01-23
6198,Finance,Referral,Large,3592776,West,Contacted,2025-10-05
6199,Healthcare,Partner,Large,8308697,East,Lost,2025-09-28
6200,Manufacturing,Referral,Medium,4994747,South,Qualified,2026-02-02
6201,Healthcare,Website,Medium,7764087,South,Qualified,2025-10-21
6202,Technology,Campaign,Large,7170124,North,Lost,2025-06-20
6203,Retail,Partner,Large,9615521,South,Lost,2025-10-10
6204,Technology,Campaign,Medium,496306,East,Qualified,2025-09-15
6205,Technology,Campaign,Medium,2439624,East,Lost,2026-05-14
6206,Finance,Referral,Large,7110143,East,New,2026-06-14
6207,Healthcare,Cold Call,Medium,7190401,South,Converted,2025-09-17
6208,Retail,Campaign,Small,5330969,East,Lost,2026-02-18
6209,Retail,Campaign,Large,6041426,North,New,2025-12-11
6210,Technology,Campaign,Large,4949818,South,Contacted,2025-11-10
6211,Manufacturing,Referral,Large,7785560,North,Lost,2026-04-26
6212,Finance,Referral,Large,460794,South,New,2026-03-21
6213,Technology,Campaign,Large,7775243,South,Lost,2025-10-06
6214,Manufacturing,Referral,Medium,6049930,East,New,2025-07-02
6215,Finance,Cold Call,Large,114417,North,Converted,2025-11-26
6216,Technology,Cold Call,Small,4979203,West,New,2025-06-21
6217,Manufacturing,Cold Call,Small,4374298,East,Lost,2026-05-10
6218,Finance,Cold Call,Small,9385696,South,New,2025-07-22
6219,Manufacturing,Website,Large,4606462,North,Contacted,2025-10-23
6220,Retail,Website,Medium,1411791,North,Qualified,2025-12-26
6221,Technology,Campaign,Small,2662830,North,New,2026-03-05
6222,Technology,Referral,Medium,1915118,North,Lost,2026-05-13
6223,Healthcare,Website,Medium,1258170,North,Qualified,2026-02-23
6224,Finance,Referral,Medium,2885453,East,New,2026-06-05
6225,Retail,Referral,Medium,8257687,North,New,2026-04-13
6226,Healthcare,Partner,Large,5171883,North,Qualified,2025-11-25
6227,Technology,Cold Call,Medium,7697212,South,New,2025-07-31
6228,Retail,Website,Medium,3754113,North,Converted,2026-06-04
6229,Manufacturing,Partner,Small,4362328,South,Converted,2025-11-13
6230,Healthcare,Campaign,Large,1885030,West,New,2025-08-07
6231,Finance,Website,Small,830897,North,New,2026-03-15
6232,Technology,Campaign,Large,119892,West,Qualified,2025-09-03
6233,Manufacturing,Cold Call,Large,9583504,North,New,2025-12-04
6234,Healthcare,Website,Medium,4913780,South,Contacted,2026-02-05
6235,Retail,Referral,Small,7425121,South,New,2026-03-15
6236,Retail,Referral,Medium,3451928,West,Contacted,2026-02-15
6237,Technology,Website,Large,4511006,West,Contacted,2025-11-21
6238,Healthcare,Campaign,Small,2834661,North,Lost,2025-09-09
6239,Retail,Cold Call,Small,6336906,North,Converted,2025-07-18
6240,Healthcare,Website,Medium,610789,West,Lost,2026-05-25
6241,Technology,Partner,Small,9772870,East,Contacted,2025-09-26
6242,Finance,Campaign,Medium,4256617,North,Qualified,2025-10-22
6243,Healthcare,Cold Call,Medium,2891482,East,Contacted,2026-03-18
6244,Retail,Referral,Large,8983454,West,Qualified,2025-10-03
6245,Technology,Referral,Large,2360097,East,Converted,2025-08-12
6246,Technology,Cold Call,Large,5728874,South,Lost,2026-04-28
6247,Finance,Campaign,Medium,9454064,North,Contacted,2026-01-10
6248,Technology,Partner,Small,844909,West,Qualified,2025-11-25
6249,Technology,Cold Call,Small,4077248,South,Qualified,2025-11-02
6250,Manufacturing,Website,Medium,9202255,South,Converted,2025-06-23
6251,Manufacturing,Cold Call,Medium,2838809,North,Converted,2025-08-26
6252,Healthcare,Campaign,Medium,9216469,East,Contacted,2025-12-04
6253,Manufacturing,Campaign,Large,7025341,West,Contacted,2025-08-23
6254,Healthcare,Campaign,Large,3259298,South,Qualified,2025-07-05
6255,Technology,Website,Large,9237582,East,New,2026-04-30
6256,Healthcare,Campaign,Small,5701161,South,New,2025-09-07
6257,Manufacturing,Website,Large,5523413,East,Lost,2026-04-03
6258,Technology,Referral,Medium,811849,West,New,2025-11-22
6259,Retail,Cold Call,Large,2631900,South,Lost,2025-12-13
6260,Technology,Referral,Medium,8342313,West,New,2025-09-13
6261,Healthcare,Referral,Small,9072279,East,Qualified,2026-04-07
6262,Healthcare,Campaign,Large,3166419,West,Qualified,2025-08-16
6263,Technology,Campaign,Small,4305113,West,Converted,2026-04-14
6264,Technology,Campaign,Large,7565714,North,Lost,2025-12-07
6265,Healthcare,Cold Call,Small,6609781,West,New,2025-12-16
6266,Retail,Campaign,Small,9499217,North,New,2026-03-11
6267,Manufacturing,Campaign,Large,5432413,West,Qualified,2025-07-31
6268,Retail,Cold Call,Medium,5381730,East,Converted,2026-01-17
6269,Healthcare,Campaign,Small,8765913,West,New,2025-10-12
6270,Healthcare,Partner,Large,127271,South,New,2025-09-25
6271,Healthcare,Referral,Small,8813505,East,Contacted,2025-10-07
6272,Retail,Cold Call,Small,455492,West,Contacted,2026-03-03
6273,Finance,Campaign,Small,7402490,East,Converted,2025-10-01
6274,Manufacturing,Campaign,Small,4644399,North,Converted,2026-05-03
6275,Finance,Cold Call,Small,3757139,North,New,2026-02-10
6276,Technology,Referral,Small,6689281,South,New,2026-01-17
6277,Manufacturing,Campaign,Medium,1422286,South,Lost,2025-09-06
6278,Manufacturing,Referral,Medium,2600692,North,Lost,2025-12-04
6279,Finance,Campaign,Large,5503295,South,Qualified,2025-12-26
6280,Manufacturing,Partner,Small,7137111,North,New,2026-06-03
6281,Technology,Cold Call,Medium,8841831,North,Contacted,2025-11-23
6282,Finance,Partner,Medium,4564039,North,Converted,2026-05-25
6283,Manufacturing,Campaign,Medium,4864148,East,New,2025-07-31
6284,Finance,Website,Small,3318342,North,Qualified,2025-10-05
6285,Manufacturing,Website,Small,2353461,West,Converted,2025-06-26
6286,Manufacturing,Referral,Medium,607761,East,Converted,2025-11-01
6287,Finance,Campaign,Medium,3454688,West,Qualified,2026-03-12
6288,Manufacturing,Partner,Large,3474046,North,Contacted,2025-09-14
6289,Manufacturing,Campaign,Small,3415189,West,Contacted,2026-01-05
6290,Manufacturing,Referral,Small,8124368,North,Converted,2026-01-01
6291,Manufacturing,Referral,Medium,6424618,North,Converted,2026-01-27
6292,Healthcare,Website,Small,8886694,East,Contacted,2025-10-08
6293,Healthcare,Campaign,Small,5522376,East,Qualified,2026-01-25
6294,Retail,Cold Call,Large,8873552,North,New,2026-03-04
6295,Finance,Campaign,Medium,3618297,South,Converted,2026-01-11
6296,Manufacturing,Campaign,Medium,5120986,West,New,2025-12-21
6297,Retail,Partner,Medium,9673509,East,Converted,2026-01-16
6298,Technology,Partner,Large,1613530,West,Qualified,2026-03-20
6299,Retail,Website,Large,9066411,North,Lost,2025-07-05
6300,Manufacturing,Website,Large,6352925,South,Contacted,2025-06-18
6301,Technology,Website,Large,3785636,East,Converted,2025-07-04
6302,Manufacturing,Referral,Medium,6969820,North,New,2026-01-15
6303,Manufacturing,Referral,Large,2544482,North,Lost,2026-03-10
6304,Healthcare,Campaign,Large,9682644,North,Contacted,2025-12-18
6305,Retail,Partner,Medium,1565148,West,New,2025-11-28
6306,Finance,Cold Call,Large,3395143,North,Qualified,2025-10-14
6307,Finance,Website,Small,7007904,North,New,2025-09-16
6308,Healthcare,Campaign,Large,8835430,East,Qualified,2025-06-22
6309,Healthcare,Partner,Medium,395518,South,Converted,2025-12-14
6310,Healthcare,Website,Large,8376876,East,New,2025-12-26
6311,Retail,Website,Large,8923919,West,Contacted,2026-06-13
6312,Retail,Referral,Small,9976627,West,Qualified,2025-10-23
6313,Healthcare,Cold Call,Medium,1391391,North,Qualified,2025-11-13
6314,Technology,Website,Medium,7092984,East,New,2025-07-27
6315,Finance,Cold Call,Small,1637300,North,New,2026-02-28
6316,Retail,Referral,Large,5478137,South,Lost,2025-10-29
6317,Retail,Partner,Small,1557948,East,Qualified,2025-12-16
6318,Healthcare,Partner,Large,4961551,East,Lost,2026-04-04
6319,Retail,Cold Call,Medium,7225099,West,New,2026-04-14
6320,Healthcare,Campaign,Small,5792589,East,Converted,2026-02-24
6321,Manufacturing,Campaign,Small,9626808,North,Converted,2025-10-22
6322,Manufacturing,Partner,Large,3026130,East,Lost,2026-05-06
6323,Manufacturing,Campaign,Medium,8814748,East,Contacted,2026-03-14
6324,Manufacturing,Partner,Small,8401037,North,New,2025-12-31
6325,Technology,Campaign,Large,2710107,South,Contacted,2025-10-10
6326,Manufacturing,Cold Call,Large,9979288,West,Converted,2026-04-08
6327,Finance,Partner,Small,5681949,North,Qualified,2025-11-17
6328,Retail,Cold Call,Medium,7856832,East,Qualified,2025-06-30
6329,Technology,Campaign,Small,3923524,West,Contacted,2026-03-13
6330,Healthcare,Partner,Large,937260,South,New,2026-03-26
6331,Retail,Referral,Large,1197205,North,Lost,2026-02-15
6332,Finance,Cold Call,Large,7271236,East,Converted,2026-01-24
6333,Technology,Campaign,Small,4576888,West,Qualified,2025-11-26
6334,Healthcare,Cold Call,Small,2018640,South,Contacted,2026-04-26
6335,Finance,Campaign,Small,267330,East,Converted,2025-08-10
6336,Technology,Cold Call,Small,6816141,North,Converted,2025-10-09
6337,Retail,Cold Call,Medium,4220258,North,Contacted,2026-06-07
6338,Technology,Campaign,Medium,3736172,East,Contacted,2026-02-05
6339,Manufacturing,Website,Small,5698931,West,Converted,2026-01-07
6340,Healthcare,Partner,Large,166446,North,Qualified,2025-06-26
6341,Healthcare,Website,Small,5705993,North,Lost,2025-08-02
6342,Finance,Cold Call,Large,9617272,South,New,2025-06-20
6343,Healthcare,Website,Large,5956794,South,New,2025-12-01
6344,Technology,Partner,Medium,3611501,North,New,2026-01-01
6345,Retail,Campaign,Large,7757948,South,Qualified,2025-10-04
6346,Retail,Partner,Medium,6906726,East,Qualified,2026-02-28
6347,Healthcare,Referral,Medium,6415574,West,Qualified,2026-05-04
6348,Healthcare,Partner,Small,4224288,East,Converted,2025-12-03
6349,Retail,Referral,Small,3672152,South,Converted,2026-01-19
6350,Healthcare,Referral,Small,2315554,East,Qualified,2026-04-06
6351,Manufacturing,Campaign,Large,4533996,North,Converted,2026-01-30
6352,Technology,Referral,Medium,1857748,West,Qualified,2026-01-03
6353,Retail,Website,Small,4093193,West,Converted,2025-08-18
6354,Manufacturing,Campaign,Large,7684029,East,Contacted,2026-01-19
6355,Finance,Partner,Medium,5809262,South,Lost,2025-11-10
6356,Healthcare,Partner,Large,3271176,North,Lost,2026-01-27
6357,Manufacturing,Referral,Small,3421038,East,Qualified,2026-05-30
6358,Technology,Website,Large,5956153,East,Qualified,2026-01-31
6359,Manufacturing,Referral,Large,2941208,East,Lost,2025-08-22
6360,Retail,Campaign,Small,6400188,South,Converted,2025-07-04
6361,Retail,Partner,Small,3735708,East,New,2026-05-30
6362,Retail,Partner,Large,140370,South,Contacted,2026-06-04
6363,Technology,Cold Call,Medium,8362446,East,Qualified,2025-08-26
6364,Manufacturing,Partner,Large,5010839,West,Qualified,2026-04-12
6365,Retail,Referral,Medium,5107796,East,Lost,2025-08-08
6366,Retail,Website,Small,8416804,North,Qualified,2026-01-21
6367,Manufacturing,Campaign,Medium,7259725,West,Converted,2025-06-22
6368,Retail,Partner,Large,3023206,South,Qualified,2025-08-19
6369,Retail,Website,Small,7717478,South,Contacted,2026-05-23
6370,Manufacturing,Cold Call,Small,5782996,West,Lost,2025-12-10
6371,Retail,Cold Call,Medium,4817098,South,Qualified,2026-05-26
6372,Manufacturing,Referral,Small,6678407,North,Converted,2025-09-04
6373,Retail,Campaign,Small,1410370,North,Contacted,2025-07-10
6374,Technology,Cold Call,Medium,2826972,West,New,2025-09-14
6375,Healthcare,Website,Medium,6845438,East,Converted,2025-10-20
6376,Technology,Cold Call,Large,1117245,South,New,2026-06-06
6377,Finance,Partner,Small,9605943,North,Lost,2025-10-20
6378,Healthcare,Cold Call,Small,9836522,North,Contacted,2025-11-06
6379,Technology,Cold Call,Small,5910114,East,Lost,2025-06-23
6380,Healthcare,Website,Small,6307804,North,Converted,2025-12-14
6381,Technology,Cold Call,Large,6908799,North,Qualified,2026-02-19
6382,Finance,Cold Call,Large,3225682,East,Contacted,2025-10-08
6383,Retail,Partner,Large,7173541,North,Qualified,2026-05-19
6384,Finance,Partner,Medium,9630816,East,Contacted,2025-09-24
6385,Retail,Website,Small,8372487,East,Contacted,2026-02-04
6386,Healthcare,Cold Call,Large,9378354,South,Qualified,2025-07-04
6387,Manufacturing,Partner,Small,2985931,North,Converted,2025-07-01
6388,Healthcare,Cold Call,Medium,8724807,East,Qualified,2026-02-03
6389,Healthcare,Referral,Large,5112249,West,Qualified,2025-10-19
6390,Technology,Partner,Large,6376402,West,Contacted,2025-07-03
6391,Healthcare,Partner,Medium,4138356,South,Converted,2025-10-29
6392,Manufacturing,Website,Large,8256022,South,Contacted,2025-11-18
6393,Finance,Cold Call,Medium,1324228,East,Converted,2026-05-04
6394,Healthcare,Campaign,Medium,1359497,South,Contacted,2025-11-21
6395,Technology,Campaign,Medium,3911874,South,Converted,2025-08-26
6396,Retail,Partner,Medium,7718990,East,New,2025-09-18
6397,Manufacturing,Campaign,Large,4210529,West,Converted,2025-08-16
6398,Retail,Cold Call,Small,787508,East,Contacted,2025-09-13
6399,Retail,Campaign,Small,3048285,West,Lost,2026-05-12
6400,Manufacturing,Cold Call,Small,8876904,South,Lost,2026-06-14
6401,Retail,Partner,Small,1468843,North,Converted,2026-01-11
6402,Healthcare,Partner,Small,1938057,South,Qualified,2026-05-15
6403,Technology,Partner,Small,4522513,North,New,2026-03-05
6404,Technology,Campaign,Small,3273413,South,Qualified,2026-04-19
6405,Healthcare,Referral,Medium,9559251,East,Contacted,2026-03-17
6406,Healthcare,Campaign,Medium,1499320,South,Lost,2025-06-21
6407,Manufacturing,Campaign,Large,3448454,South,New,2026-04-19
6408,Finance,Cold Call,Medium,4635780,East,Lost,2026-05-27
6409,Finance,Website,Medium,9886721,East,Qualified,2026-03-19
6410,Healthcare,Partner,Medium,5956835,South,New,2026-03-21
6411,Manufacturing,Referral,Large,9719244,South,Qualified,2026-03-10
6412,Retail,Website,Large,339329,South,Qualified,2026-05-11
6413,Retail,Campaign,Small,1884882,East,New,2025-07-12
6414,Manufacturing,Cold Call,Large,8113688,South,Converted,2026-06-02
6415,Finance,Referral,Large,3089380,West,Qualified,2025-07-18
6416,Retail,Partner,Medium,7577402,West,Qualified,2026-05-05
6417,Manufacturing,Campaign,Small,9250444,South,Qualified,2026-03-28
6418,Technology,Cold Call,Medium,4926324,East,Contacted,2026-04-05
6419,Healthcare,Website,Large,111575,North,Converted,2026-04-04
6420,Technology,Referral,Medium,5246493,West,New,2026-04-21
6421,Healthcare,Cold Call,Medium,707026,South,New,2026-03-09
6422,Retail,Partner,Small,3892221,South,Converted,2025-08-07
6423,Manufacturing,Referral,Medium,2277290,West,Converted,2025-09-08
6424,Retail,Website,Small,3146598,West,Contacted,2025-06-26
6425,Technology,Website,Medium,6774859,North,Lost,2025-07-03
6426,Finance,Cold Call,Medium,9986631,West,Contacted,2025-11-20
6427,Finance,Partner,Large,6037873,North,Converted,2025-08-05
6428,Retail,Campaign,Small,7776039,East,Lost,2026-04-21
6429,Retail,Website,Small,6137702,South,Contacted,2026-03-05
6430,Retail,Website,Medium,6415435,South,Qualified,2025-07-17
6431,Healthcare,Partner,Large,2582810,South,Contacted,2026-04-30
6432,Healthcare,Referral,Large,8906654,South,Lost,2025-07-13
6433,Finance,Referral,Medium,390559,West,Qualified,2025-08-01
6434,Finance,Cold Call,Large,4452220,East,Converted,2026-04-11
6435,Healthcare,Campaign,Small,8295900,South,Converted,2025-09-27
6436,Manufacturing,Partner,Small,6423926,South,Converted,2025-10-30
6437,Manufacturing,Cold Call,Medium,2623412,East,Contacted,2026-06-02
6438,Manufacturing,Website,Small,6594439,North,Qualified,2025-06-20
6439,Technology,Cold Call,Medium,6069506,North,Converted,2025-09-17
6440,Technology,Referral,Medium,5854789,East,Qualified,2026-06-05
6441,Manufacturing,Website,Small,9605787,South,Contacted,2025-09-04
6442,Retail,Cold Call,Medium,8428960,West,Lost,2026-01-23
6443,Technology,Referral,Small,4503874,West,Qualified,2025-07-18
6444,Retail,Cold Call,Small,1347776,West,Qualified,2025-12-11
6445,Manufacturing,Cold Call,Large,2672740,East,Converted,2025-08-13
6446,Retail,Partner,Small,810805,West,New,2026-05-30
6447,Healthcare,Campaign,Small,8687727,West,New,2026-03-13
6448,Retail,Partner,Large,7518887,South,Qualified,2025-11-12
6449,Manufacturing,Campaign,Small,9094733,West,Converted,2025-06-17
6450,Manufacturing,Cold Call,Medium,3759680,South,Qualified,2025-10-15
6451,Manufacturing,Cold Call,Medium,9630514,East,Lost,2026-04-09
6452,Retail,Website,Large,8984075,South,Converted,2026-03-14
6453,Finance,Cold Call,Large,8108709,North,New,2025-10-08
6454,Manufacturing,Campaign,Large,498908,South,Qualified,2026-05-02
6455,Retail,Campaign,Large,2171928,West,Contacted,2025-07-30
6456,Retail,Campaign,Large,4467397,North,Converted,2025-08-26
6457,Technology,Partner,Small,233445,East,Contacted,2025-11-23
6458,Healthcare,Partner,Large,9739090,West,New,2025-12-19
6459,Retail,Website,Small,8202225,North,Contacted,2025-12-29
6460,Finance,Cold Call,Large,7871627,North,Lost,2025-07-14
6461,Retail,Referral,Large,4586599,East,Lost,2026-02-11
6462,Healthcare,Campaign,Medium,8941225,East,Contacted,2025-10-05
6463,Healthcare,Cold Call,Small,8699988,North,Contacted,2025-11-09
6464,Technology,Partner,Medium,6625980,West,New,2026-03-24
6465,Manufacturing,Campaign,Small,3652380,East,Converted,2025-08-08
6466,Healthcare,Cold Call,Small,5677688,East,Qualified,2026-06-11
6467,Retail,Partner,Large,9714848,South,Contacted,2026-04-25
6468,Retail,Website,Medium,8587991,West,Contacted,2025-10-12
6469,Manufacturing,Cold Call,Medium,5408811,West,New,2025-11-06
6470,Manufacturing,Partner,Small,9672322,North,Qualified,2025-10-19
6471,Retail,Campaign,Small,2346556,South,Qualified,2026-01-02
6472,Finance,Campaign,Large,5224912,East,Lost,2025-12-12
6473,Retail,Partner,Medium,4889341,East,Contacted,2025-08-21
6474,Finance,Website,Small,1226275,West,New,2025-08-08
6475,Retail,Cold Call,Medium,1657420,North,Converted,2025-11-16
6476,Finance,Cold Call,Large,3581279,North,Converted,2026-01-21
6477,Technology,Partner,Small,9875341,West,Contacted,2026-04-20
6478,Healthcare,Cold Call,Medium,583450,North,Lost,2026-05-11
6479,Retail,Referral,Large,7238721,North,Contacted,2025-08-04
6480,Finance,Cold Call,Small,5716360,West,Qualified,2026-04-24
6481,Healthcare,Partner,Small,4883719,South,New,2026-04-02
6482,Technology,Cold Call,Medium,2728236,West,New,2025-06-26
6483,Technology,Referral,Small,7751303,West,Contacted,2026-04-01
6484,Technology,Cold Call,Large,4598041,West,Converted,2026-03-04
6485,Technology,Cold Call,Medium,8872678,North,Contacted,2025-12-16
6486,Technology,Cold Call,Small,4662794,West,Converted,2026-05-11
6487,Manufacturing,Referral,Small,5595035,South,Contacted,2026-01-23
6488,Healthcare,Partner,Medium,1865263,South,Qualified,2025-12-21
6489,Finance,Partner,Medium,4198631,East,Qualified,2025-09-29
6490,Technology,Cold Call,Small,4324997,North,Converted,2026-02-11
6491,Healthcare,Campaign,Large,1941711,East,Qualified,2025-08-25
6492,Retail,Referral,Large,3651836,West,Lost,2025-11-04
6493,Finance,Website,Medium,2747483,East,Converted,2025-08-23
6494,Manufacturing,Website,Large,4065875,West,Contacted,2026-06-05
6495,Manufacturing,Referral,Medium,5888728,South,Contacted,2026-03-21
6496,Finance,Campaign,Medium,6764159,East,Converted,2026-03-02
6497,Finance,Campaign,Medium,5247286,South,Converted,2025-12-21
6498,Healthcare,Referral,Medium,5031124,North,Converted,2026-06-05
6499,Healthcare,Partner,Small,6409283,South,Contacted,2026-05-09
6500,Finance,Cold Call,Small,960222,West,Contacted,2025-09-15
6501,Finance,Cold Call,Medium,1476778,West,Qualified,2025-08-19
6502,Finance,Campaign,Small,9289072,East,New,2025-06-28
6503,Healthcare,Partner,Small,3225047,West,Converted,2026-02-01
6504,Retail,Website,Small,7538570,West,Converted,2025-07-11
6505,Manufacturing,Partner,Large,1591222,South,New,2026-02-05
6506,Technology,Referral,Medium,9198099,East,Lost,2025-12-22
6507,Finance,Cold Call,Small,3636806,North,Contacted,2026-01-18
6508,Retail,Website,Large,812411,West,Qualified,2026-04-05
6509,Technology,Cold Call,Small,248389,South,Converted,2025-07-09
6510,Finance,Campaign,Large,2268305,North,Qualified,2025-07-19
6511,Technology,Campaign,Large,9725183,East,Converted,2026-02-12
6512,Finance,Campaign,Large,4613716,East,Contacted,2025-07-09
6513,Finance,Referral,Large,8705305,West,Qualified,2025-06-27
6514,Manufacturing,Website,Small,541582,East,Lost,2026-01-27
6515,Finance,Campaign,Small,2899816,West,New,2026-04-30
6516,Finance,Website,Medium,4418464,South,Qualified,2025-08-16
6517,Technology,Campaign,Small,9812011,South,Qualified,2026-06-01
6518,Healthcare,Referral,Small,1262117,East,Contacted,2025-09-08
6519,Finance,Cold Call,Medium,9447119,South,Converted,2025-07-27
6520,Retail,Partner,Large,3874998,East,Qualified,2026-04-05
6521,Manufacturing,Cold Call,Large,6712951,East,Qualified,2025-09-30
6522,Finance,Campaign,Medium,3032779,East,Contacted,2026-05-19
6523,Healthcare,Website,Small,2912485,East,Qualified,2026-03-18
6524,Technology,Website,Small,6712374,South,Converted,2025-06-28
6525,Retail,Cold Call,Small,7256213,East,Qualified,2025-10-13
6526,Finance,Referral,Large,2643076,South,New,2025-12-20
6527,Healthcare,Campaign,Small,4960849,South,Lost,2026-05-14
6528,Manufacturing,Cold Call,Small,157727,South,Converted,2026-02-18
6529,Finance,Website,Medium,6983010,North,New,2025-07-06
6530,Technology,Campaign,Medium,5070286,West,New,2026-04-30
6531,Manufacturing,Campaign,Small,7604722,West,Contacted,2026-06-13
6532,Healthcare,Referral,Medium,1643446,East,Converted,2026-01-22
6533,Technology,Partner,Small,526458,West,Qualified,2025-11-07
6534,Finance,Cold Call,Large,3784476,West,New,2025-06-29
6535,Technology,Referral,Small,5812177,South,New,2026-01-09
6536,Healthcare,Referral,Small,5861767,West,New,2025-10-03
6537,Retail,Cold Call,Medium,7617723,East,Contacted,2026-03-14
6538,Technology,Campaign,Medium,3848042,South,New,2025-07-22
6539,Technology,Partner,Large,6192526,West,Converted,2026-06-15
6540,Healthcare,Partner,Small,3444804,East,Lost,2025-12-18
6541,Healthcare,Referral,Medium,8242475,East,New,2025-09-14
6542,Manufacturing,Campaign,Small,2309531,North,Contacted,2026-02-25
6543,Finance,Website,Medium,9610503,North,Converted,2026-02-23
6544,Manufacturing,Referral,Large,1488936,East,Contacted,2026-03-06
6545,Manufacturing,Campaign,Large,9357154,South,Converted,2026-05-09
6546,Retail,Partner,Large,2516832,South,Lost,2026-06-05
6547,Retail,Partner,Large,1099615,North,Converted,2026-04-15
6548,Technology,Referral,Small,5438512,East,Lost,2026-02-02
6549,Finance,Partner,Medium,1056306,West,Lost,2026-05-15
6550,Technology,Cold Call,Small,4213742,West,Contacted,2026-04-09
6551,Retail,Partner,Small,3765418,East,Qualified,2025-06-19
6552,Manufacturing,Partner,Medium,6811322,West,Converted,2025-06-19
6553,Retail,Referral,Small,1799610,South,Contacted,2026-04-16
6554,Technology,Website,Large,4701023,East,New,2025-09-07
6555,Technology,Referral,Small,1770318,South,Lost,2026-05-26
6556,Manufacturing,Cold Call,Medium,5649105,East,Contacted,2026-02-19
6557,Retail,Campaign,Medium,4781166,East,Qualified,2025-11-21
6558,Manufacturing,Website,Large,2793089,East,Contacted,2026-01-25
6559,Manufacturing,Campaign,Large,3106563,South,Qualified,2025-12-17
6560,Technology,Cold Call,Large,2803307,South,Lost,2026-04-12
6561,Healthcare,Campaign,Large,7785654,South,Converted,2025-12-28
6562,Technology,Referral,Large,4000363,West,Lost,2025-12-12
6563,Manufacturing,Campaign,Large,844935,West,New,2025-12-31
6564,Healthcare,Referral,Small,4690240,West,Lost,2026-01-16
6565,Healthcare,Website,Large,7304172,West,New,2026-01-18
6566,Healthcare,Referral,Large,6324556,North,Contacted,2025-08-28
6567,Healthcare,Cold Call,Large,1276004,East,New,2026-05-10
6568,Finance,Referral,Large,8859519,West,New,2026-05-31
6569,Manufacturing,Cold Call,Medium,5333469,West,Qualified,2025-09-15
6570,Manufacturing,Referral,Large,536283,South,Contacted,2026-03-18
6571,Healthcare,Partner,Medium,468254,North,Lost,2025-06-23
6572,Healthcare,Campaign,Medium,8973561,East,New,2026-01-18
6573,Healthcare,Referral,Medium,5831923,North,Lost,2025-11-26
6574,Retail,Website,Large,7692476,East,Contacted,2025-07-17
6575,Manufacturing,Cold Call,Medium,648052,East,Lost,2025-07-22
6576,Retail,Website,Small,8981518,South,Converted,2026-02-21
6577,Manufacturing,Campaign,Small,1281404,West,Lost,2026-04-24
6578,Retail,Campaign,Medium,4623012,East,Lost,2026-05-09
6579,Healthcare,Partner,Small,2298698,North,Qualified,2025-07-03
6580,Manufacturing,Referral,Medium,9428845,West,Converted,2025-12-08
6581,Finance,Partner,Medium,7895951,West,Lost,2026-03-25
6582,Retail,Campaign,Medium,2551113,North,Converted,2026-01-07
6583,Finance,Campaign,Large,2960284,West,New,2025-12-04
